,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
2328,UFC 179: Aldo vs Mendes 2,http://ufcstats.com/event-details/53f02bbc41d99432,Anthony Rocco Martin,Fabricio Camoes,Lightweight,Anthony Rocco Martin,SUBKimura,1
2329,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Rory MacDonald,Tarec Saffiedine,Welterweight,Rory MacDonald,KO/TKOPunch,3
2330,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Raphael Assuncao,Bryan Caraway,Bantamweight,Raphael Assuncao,U-DEC,3
2331,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Chad Laprise,Yosdenis Cedeno,Lightweight,Chad Laprise,U-DEC,3
2332,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Elias Theodorou,Bruno Santos,Middleweight,Elias Theodorou,U-DEC,3
2333,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Nordine Taleb,Li Jingliang,Welterweight,Nordine Taleb,S-DEC,3
2334,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Mitch Gagnon,Roman Salazar,Bantamweight,Mitch Gagnon,SUBRear Naked Choke,1
2335,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Daron Cruickshank,Anthony Njokuani,Lightweight,Daron Cruickshank,U-DEC,3
2336,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Olivier Aubin-Mercier,Jake Lindsey,Lightweight,Olivier Aubin-Mercier,SUBOther - Choke,2
2337,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Paul Felder,Jason Saggo,Lightweight,Paul Felder,S-DEC,3
2338,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Chris Kelades,Paddy Holohan,Flyweight,Chris Kelades,U-DEC,3
2339,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Albert Tumenov,Matt Dwyer,Welterweight,Albert Tumenov,KO/TKOKick,1
2340,UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,Pedro Munhoz,Jerrod Sanders,Bantamweight,Pedro Munhoz,OverturnedGuillotine Choke,1
2341,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Rick Story,Gunnar Nelson,Welterweight,Rick Story,S-DEC,5
2342,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Max Holloway,Akira Corassani,Featherweight,Max Holloway,KO/TKOPunch,1
2343,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Jan Blachowicz,Ilir Latifi,Light Heavyweight,Jan Blachowicz,KO/TKOKick,1
2344,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Mike Wilkinson,Niklas Backstrom,Featherweight,Mike Wilkinson,KO/TKOPunch,1
2345,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Magnus Cedenblad,Scott Askham,Middleweight,Magnus Cedenblad,U-DEC,3
2346,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Nico Musoke,Alexander Yakovlev,Welterweight,Nico Musoke,U-DEC,3
2347,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Dennis Siver,Charles Rosa,Featherweight,Dennis Siver,U-DEC,3
2348,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Cathal Pendred,Gasan Umalatov,Welterweight,Cathal Pendred,S-DEC,3
2349,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Krzysztof Jotko,Tor Troeng,Middleweight,Krzysztof Jotko,U-DEC,3
2350,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Mairbek Taisumov,Marcin Bandel,Lightweight,Mairbek Taisumov,KO/TKOPunch,1
2351,UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,Zubaira Tukhugov,Ernest Chavez,Featherweight,Zubaira Tukhugov,KO/TKOPunches,1
2352,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Demetrious Johnson,Chris Cariaso,Flyweight,Demetrious Johnson,SUBKimura,2
2353,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Donald Cerrone,Eddie Alvarez,Lightweight,Donald Cerrone,U-DEC,3
2354,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Conor McGregor,Dustin Poirier,Featherweight,Conor McGregor,KO/TKOPunch,1
2355,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Yoel Romero,Tim Kennedy,Middleweight,Yoel Romero,KO/TKOPunch,3
2356,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Cat Zingano,Amanda Nunes,Women's Bantamweight,Cat Zingano,KO/TKOPunches,3
2357,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Dominick Cruz,Takeya Mizugaki,Bantamweight,Dominick Cruz,KO/TKOPunches,1
2358,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Jorge Masvidal,James Krause,Lightweight,Jorge Masvidal,U-DEC,3
2359,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Stephen Thompson,Patrick Cote,Welterweight,Stephen Thompson,U-DEC,3
2360,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Brian Ebersole,John Howard,Welterweight,Brian Ebersole,S-DEC,3
2361,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Kevin Lee,Jon Tuck,Lightweight,Kevin Lee,U-DEC,3
2362,UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,Manvel Gamburyan,Cody Gibson,Bantamweight,Manvel Gamburyan,SUBGuillotine Choke,2
2363,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Mark Hunt,Roy Nelson,Heavyweight,Mark Hunt,KO/TKOPunch,2
2364,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Myles Jury,Takanori Gomi,Lightweight,Myles Jury,KO/TKOPunch,1
2365,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Yoshihiro Akiyama,Amir Sadollah,Welterweight,Yoshihiro Akiyama,U-DEC,3
2366,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Miesha Tate,Rin Nakai,Women's Bantamweight,Miesha Tate,U-DEC,3
2367,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Kiichi Kunimoto,Richard Walsh,Welterweight,Kiichi Kunimoto,S-DEC,3
2368,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Kyoji Horiguchi,Jon Delos Reyes,Flyweight,Kyoji Horiguchi,KO/TKOPunches,1
2369,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Masanori Kanehara,Alex Caceres,Bantamweight,Masanori Kanehara,U-DEC,3
2370,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Katsunori Kikuno,Sam Sicilia,Featherweight,Katsunori Kikuno,SUBRear Naked Choke,2
2371,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Hyun Gyu Lim,Takenori Sato,Welterweight,Hyun Gyu Lim,KO/TKOElbows,1
2372,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Kyung Ho Kang,Michinori Tanaka,Bantamweight,Kyung Ho Kang,S-DEC,3
2373,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Johnny Case,Kazuki Tokudome,Lightweight,Johnny Case,SUBGuillotine Choke,2
2374,UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,Maximo Blanco,Dan Hooker,Featherweight,Maximo Blanco,U-DEC,3
2375,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Andrei Arlovski,Antonio Silva,Heavyweight,Andrei Arlovski,KO/TKOPunch,1
2376,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Gleison Tibau,Piotr Hallmann,Lightweight,Gleison Tibau,S-DEC,3
2377,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Leonardo Santos,Efrain Escudero,Lightweight,Leonardo Santos,U-DEC,3
2378,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Santiago Ponzinibbio,Wendell Oliveira,Welterweight,Santiago Ponzinibbio,KO/TKOPunches,1
2379,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Iuri Alcantara,Russell Doane,Bantamweight,Iuri Alcantara,U-DEC,3
2380,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Jessica Andrade,Larissa Pacheco,Women's Bantamweight,Jessica Andrade,SUBGuillotine Choke,1
2381,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Godofredo Pepey,Dashon Johnson,Featherweight,Godofredo Pepey,SUBArmbar,1
2382,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,George Sullivan,Igor Araujo,Welterweight,George Sullivan,KO/TKOPunch,2
2383,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Francisco Trinaldo,Leandro Silva,Lightweight,Francisco Trinaldo,U-DEC,3
2384,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Sean Spencer,Paulo Thiago,Welterweight,Sean Spencer,U-DEC,3
2385,UFC Fight Night: Silva vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,Rani Yahya,Johnny Bedford,Bantamweight,Rani Yahya,SUBKimura,2
2386,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,Jacare Souza,Gegard Mousasi,Middleweight,Jacare Souza,SUBGuillotine Choke,3
2387,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,Ben Rothwell,Alistair Overeem,Heavyweight,Ben Rothwell,KO/TKOPunch,1
2388,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,Matt Mitrione,Derrick Lewis,Heavyweight,Matt Mitrione,KO/TKOPunches,1
2389,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,Joe Lauzon,Michael Chiesa,Lightweight,Joe Lauzon,KO/TKO,2
2390,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,John Moraga,Justin Scoggins,Flyweight,John Moraga,SUBGuillotine Choke,2
2391,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,Al Iaquinta,Rodrigo Damm,Lightweight,Al Iaquinta,KO/TKOElbows,3
2392,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,Rafael Natal,Chris Camozzi,Middleweight,Rafael Natal,S-DEC,3
2393,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,Chris Beal,Tateki Matsuda,Bantamweight,Chris Beal,U-DEC,3
2394,UFC Fight Night: Souza vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,Chas Skelly,Sean Soriano,Featherweight,Chas Skelly,U-DEC,3
2395,UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,TJ Dillashaw,Joe Soto,Bantamweight,TJ Dillashaw,KO/TKOKick,5
2396,UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,Tony Ferguson,Danny Castillo,Lightweight,Tony Ferguson,S-DEC,3
2397,UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,Bethe Correia,Shayna Baszler,Women's Bantamweight,Bethe Correia,KO/TKOPunches,2
2398,UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,Diego Ferreira,Ramsey Nijem,Lightweight,Diego Ferreira,KO/TKOPunch,2
2399,UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,Yancy Medeiros,Damon Jackson,Lightweight,Yancy Medeiros,SUBOther - Choke,2
2400,UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,Derek Brunson,Lorenz Larkin,Middleweight,Derek Brunson,U-DEC,3
2401,UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,Anthony Hamilton,Ruan Potts,Heavyweight,Anthony Hamilton,KO/TKOPunches,2
2402,UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,Chris Wade,Cain Carrizosa,Lightweight,Chris Wade,SUBGuillotine Choke,1
2403,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Rafael Dos Anjos,Benson Henderson,Lightweight,Rafael Dos Anjos,KO/TKOPunch,1
2404,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Jordan Mein,Mike Pyle,Welterweight,Jordan Mein,KO/TKOPunch,1
2405,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Thales Leites,Francis Carmont,Middleweight,Thales Leites,KO/TKOPunch,2
2406,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Max Holloway,Clay Collard,Catch Weight,Max Holloway,KO/TKOPunches,3
2407,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,James Vick,Valmir Lazaro,Lightweight,James Vick,U-DEC,3
2408,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Chas Skelly,Tom Niinimaki,Featherweight,Chas Skelly,SUBRear Naked Choke,1
2409,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Neil Magny,Alex Garcia,Welterweight,Neil Magny,U-DEC,3
2410,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Beneil Dariush,Anthony Rocco Martin,Lightweight,Beneil Dariush,SUBArm Triangle,2
2411,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Matt Hobar,Aaron Phillips,Bantamweight,Matt Hobar,U-DEC,3
2412,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Ben Saunders,Chris Heatherly,Welterweight,Ben Saunders,SUBOmoplata,1
2413,UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,Wilson Reis,Joby Sanchez,Flyweight,Wilson Reis,U-DEC,3
2414,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Michael Bisping,Cung Le,Middleweight,Michael Bisping,KO/TKOKnee,4
2415,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Tyron Woodley,Dong Hyun Kim,Welterweight,Tyron Woodley,KO/TKOPunch,1
2416,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Zhang Lipeng,Brendan O'Reilly,Lightweight,Zhang Lipeng,U-DEC,3
2417,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Ning Guangyou,Jianping Yang,Featherweight,Ning Guangyou,U-DEC,3
2418,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Sai Wang,Danny Mitchell,Welterweight,Sai Wang,U-DEC,3
2419,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Alberto Mina,Shinsho Anzai,Welterweight,Alberto Mina,KO/TKOPunch,1
2420,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Ulka Sasaki,Roland Delorme,Bantamweight,Ulka Sasaki,SUBRear Naked Choke,1
2421,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Colby Covington,An Ying Wang,Welterweight,Colby Covington,KO/TKOPunches,1
2422,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Royston Wee,Yao Zhikui,Bantamweight,Royston Wee,S-DEC,3
2423,UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,Milana Dudieva,Elizabeth Phillips,Women's Bantamweight,Milana Dudieva,S-DEC,3
2424,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Ryan Bader,Ovince Saint Preux,Light Heavyweight,Ryan Bader,U-DEC,5
2425,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Ross Pearson,Gray Maynard,Lightweight,Ross Pearson,KO/TKOPunch,2
2426,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Tim Boetsch,Brad Tavares,Middleweight,Tim Boetsch,KO/TKOPunch,2
2427,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Alan Jouban,Seth Baczynski,Welterweight,Alan Jouban,KO/TKOPunch,1
2428,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Shawn Jordan,Jack May,Heavyweight,Shawn Jordan,KO/TKOPunches,3
2429,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Thiago Tavares,Robert Peralta,Featherweight,Thiago Tavares,SUBRear Naked Choke,1
2430,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Jussier Formiga,Zach Makovsky,Flyweight,Jussier Formiga,U-DEC,3
2431,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Sara McMann,Lauren Murphy,Women's Bantamweight,Sara McMann,S-DEC,3
2432,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Tom Watson,Sam Alvey,Middleweight,Tom Watson,U-DEC,3
2433,UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,Frankie Saenz,Nolan Ticman,Bantamweight,Frankie Saenz,U-DEC,3
2434,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Robbie Lawler,Matt Brown,Welterweight,Robbie Lawler,U-DEC,5
2435,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Anthony Johnson,Rogerio Nogueira,Light Heavyweight,Anthony Johnson,KO/TKOPunch,1
2436,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Dennis Bermudez,Clay Guida,Featherweight,Dennis Bermudez,SUBRear Naked Choke,2
2437,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Bobby Green,Josh Thomson,Lightweight,Bobby Green,S-DEC,3
2438,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Jorge Masvidal,Daron Cruickshank,Lightweight,Jorge Masvidal,U-DEC,3
2439,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Patrick Cummins,Kyle Kingsbury,Light Heavyweight,Patrick Cummins,U-DEC,3
2440,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Tim Means,Hernani Perpetuo,Welterweight,Tim Means,U-DEC,3
2441,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Mike de la Torre,Brian Ortega,Featherweight,Mike de la Torre,Overturned,1
2442,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Tiago Trator,Akbarh Arreola,Lightweight,Tiago Trator,U-DEC,3
2443,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Gilbert Burns,Andreas Stahl,Welterweight,Gilbert Burns,U-DEC,3
2444,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Joanna Jedrzejczyk,Juliana Lima,Women's Strawweight,Joanna Jedrzejczyk,U-DEC,3
2445,UFC on Fox: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,Noad Lahat,Steven Siler,Featherweight,Noad Lahat,U-DEC,3
2446,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Conor McGregor,Diego Brandao,Featherweight,Conor McGregor,KO/TKOPunch,1
2447,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Gunnar Nelson,Zak Cummings,Welterweight,Gunnar Nelson,SUBRear Naked Choke,2
2448,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Ian McCall,Brad Pickett,Flyweight,Ian McCall,U-DEC,3
2449,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Norman Parke,Naoyuki Kotani,Lightweight,Norman Parke,KO/TKOPunches,2
2450,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Ilir Latifi,Chris Dempsey,Light Heavyweight,Ilir Latifi,KO/TKOPunch,1
2451,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Neil Seery,Phil Harris,Flyweight,Neil Seery,U-DEC,3
2452,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Cathal Pendred,Mike King,Middleweight,Cathal Pendred,SUBRear Naked Choke,2
2453,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Trevor Smith,Tor Troeng,Middleweight,Trevor Smith,U-DEC,3
2454,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Nikita Krylov,Cody Donovan,Light Heavyweight,Nikita Krylov,KO/TKOPunches,1
2455,UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,Paddy Holohan,Joshua Sampo,Flyweight,Paddy Holohan,SUBRear Naked Choke,1
2456,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Donald Cerrone,Jim Miller,Lightweight,Donald Cerrone,KO/TKOKick,2
2457,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Edson Barboza,Evan Dunham,Lightweight,Edson Barboza,KO/TKOKick,1
2458,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Rick Story,Leonardo Mafra,Welterweight,Rick Story,SUBArm Triangle,2
2459,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Joe Proctor,Justin Salas,Lightweight,Joe Proctor,KO/TKOPunch,2
2460,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,John Lineker,Alptekin Ozkilic,Flyweight,John Lineker,KO/TKOPunch,3
2461,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Lucas Martins,Alex White,Featherweight,Lucas Martins,KO/TKOPunch,3
2462,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Gleison Tibau,Pat Healy,Lightweight,Gleison Tibau,U-DEC,3
2463,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Leslie Smith,Jessamyn Duke,Women's Bantamweight,Leslie Smith,KO/TKOPunch,1
2464,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Aljamain Sterling,Hugo Viana,Bantamweight,Aljamain Sterling,KO/TKOPunches,3
2465,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Yosdenis Cedeno,Jerrod Sanders,Lightweight,Yosdenis Cedeno,KO/TKO,1
2466,UFC Fight Night: Cerrone vs Miller,http://ufcstats.com/event-details/79ded75550efc139,Claudia Gadelha,Tina Lahdemaki,Women's Strawweight,Claudia Gadelha,U-DEC,3
2467,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Frankie Edgar,BJ Penn,Featherweight,Frankie Edgar,KO/TKOPunches,3
2468,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Corey Anderson,Matt Van Buren,Light Heavyweight,Corey Anderson,KO/TKOPunches,1
2469,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Eddie Gordon,Dhiego Lima,Middleweight,Eddie Gordon,KO/TKOPunches,1
2470,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Derrick Lewis,Guto Inocente,Heavyweight,Derrick Lewis,KO/TKOPunches,1
2471,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Dustin Ortiz,Justin Scoggins,Flyweight,Dustin Ortiz,S-DEC,3
2472,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Kevin Lee,Jesse Ronson,Lightweight,Kevin Lee,S-DEC,3
2473,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Leandro Issa,Jumabieke Tuerxun,Bantamweight,Leandro Issa,SUBArmbar,3
2474,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Adriano Martins,Juan Puig,Lightweight,Adriano Martins,KO/TKOPunch,1
2475,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Patrick Walsh,Daniel Spohn,Light Heavyweight,Patrick Walsh,U-DEC,3
2476,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Sarah Moras,Alexis Dufresne,Catch Weight,Sarah Moras,U-DEC,3
2477,The Ultimate Fighter 19 Finale,http://ufcstats.com/event-details/1c5879330d42255f,Robert Drysdale,Keith Berish,Light Heavyweight,Robert Drysdale,Overturned,1
2478,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Chris Weidman,Lyoto Machida,Middleweight,Chris Weidman,U-DEC,5
2479,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Ronda Rousey,Alexis Davis,Women's Bantamweight,Ronda Rousey,KO/TKOPunches,1
2480,UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,Uriah Hall,Thiago Santos,Middleweight,Uriah Hall,U-DEC,3
