,Unnamed: 0,first_name,last_name,nick_name,height,weight,reach,stance,wins,losses,draws,fighter_url,full_name,SLpM,Str_Acc,SApM,Str_Dep,TD_Avg,TD_Acc,TD_Def,Sub_Avg
286,286,Derek,Bohi,Marshmallow,"6' 4""",260 lbs.,--,,8,5,0,http://ufcstats.com/fighter-details/70a1c7626b5e0599,Derek Bohi,0.00,0%,0.00,0%,0.00,0%,0%,0.0
287,287,Jerry,Bohlander,,"5' 11""",199 lbs.,--,Orthodox,11,4,0,http://ufcstats.com/fighter-details/93892752c5fc23ca,Jerry Bohlander,0.00,0%,0.00,0%,0.00,0%,0%,0.0
288,288,Kotetsu,Boku,,"5' 9""",154 lbs.,--,Orthodox,18,7,2,http://ufcstats.com/fighter-details/d227958e8a0c1466,Kotetsu Boku,2.47,42%,2.80,53%,0.00,0%,0%,0.0
289,289,Kyle,Bolt,,"6' 2""",185 lbs.,--,,8,4,0,http://ufcstats.com/fighter-details/9d455d5cfe6a0e35,Kyle Bolt,7.27,52%,7.27,45%,0.00,0%,0%,0.0
290,290,Luc,Bondole,,"6' 2""",205 lbs.,--,,5,2,2,http://ufcstats.com/fighter-details/8691881b31c16b88,Luc Bondole,3.35,51%,2.04,62%,0.00,0%,0%,1.8
291,291,Tony,Bonello,The Gun,"6' 2""",185 lbs.,--,,16,2,1,http://ufcstats.com/fighter-details/702a72aa7a266d86,Tony Bonello,0.62,33%,12.62,10%,0.00,0%,0%,0.0
292,292,Jesse,Bongfeldt,Water,"6' 0""",185 lbs.,--,Orthodox,15,5,1,http://ufcstats.com/fighter-details/934de214814b8ff4,Jesse Bongfeldt,2.91,62%,1.01,50%,1.51,33%,33%,0.0
293,293,Marcos,Bonilla,Murder Marx,"5' 10""",145 lbs.,--,,4,4,0,http://ufcstats.com/fighter-details/d311fbefff44a39b,Marcos Bonilla,0.47,12%,0.47,94%,0.00,0%,0%,0.0
294,294,Stephan,Bonnar,The American Psycho,"6' 4""",205 lbs.,"78.0""",Orthodox,17,8,0,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,Stephan Bonnar,2.76,38%,3.01,52%,1.32,40%,60%,1.0
295,295,Rogerio,Bontorin,,"5' 5""",125 lbs.,"67.0""",Orthodox,16,1,0,http://ufcstats.com/fighter-details/07a2bdaa0afdd831,Rogerio Bontorin,3.23,52%,3.63,42%,2.72,41%,60%,1.6
296,296,Ray,Borg,The Tazmexican Devil,"5' 4""",135 lbs.,"63.0""",Orthodox,12,4,0,http://ufcstats.com/fighter-details/a4de54ea806fb525,Ray Borg,1.26,49%,1.80,46%,3.66,50%,46%,1.2
297,297,Igor,Borisov,,"6' 0""",235 lbs.,--,Orthodox,1,1,0,http://ufcstats.com/fighter-details/0313bf497de9c470,Igor Borisov,0.00,0%,0.00,0%,0.00,0%,0%,0.0
298,298,Tanner,Boser,The Bulldozer,"6' 2""",255 lbs.,"75.0""",Orthodox,16,5,1,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,Tanner Boser,0.00,0%,0.00,0%,0.00,0%,0%,0.0
299,299,Steve,Bosse,The Boss,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,0,http://ufcstats.com/fighter-details/e023fa2e648ea0f1,Steve Bosse,5.99,52%,5.38,50%,0.92,33%,100%,0.0
300,300,Marcus,Bossett,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,1,3,0,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6,Marcus Bossett,0.00,0%,0.00,0%,0.00,0%,0%,0.0
301,301,Chris,Bostick,,--,--,--,,6,3,0,http://ufcstats.com/fighter-details/239224bedeb2c7a4,Chris Bostick,0.00,0%,0.00,0%,0.00,0%,0%,0.0
302,302,Poliana,Botelho,,"5' 8""",115 lbs.,"67.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/5c126c6aac3ef364,Poliana Botelho,3.65,58%,2.77,55%,1.27,100%,88%,0.0
303,303,Francois,Botha,White Buffalo,"6' 2""",260 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/545d549d6bf87187,Francois Botha,0.00,0%,1.05,77%,0.00,0%,0%,0.0
304,304,Gregory,Bouchelaghem,,"6' 2""",183 lbs.,--,Switch,5,4,0,http://ufcstats.com/fighter-details/59851163aaf1aed8,Gregory Bouchelaghem,0.27,21%,1.53,36%,0.00,0%,50%,0.0
305,305,Roy,Boughton,Black Dynamite,"6' 0""",205 lbs.,--,,14,8,0,http://ufcstats.com/fighter-details/2aaf0181432adf0b,Roy Boughton,0.00,0%,0.00,0%,0.00,0%,0%,0.0
306,306,Rich,Bouphanouvong,,"5' 7""",170 lbs.,--,,1,4,0,http://ufcstats.com/fighter-details/611b9c068c9e2c44,Rich Bouphanouvong,0.00,0%,0.00,0%,0.00,0%,0%,0.0
307,307,Mike,Bourke,The Rhino,"6' 0""",275 lbs.,--,Orthodox,10,16,1,http://ufcstats.com/fighter-details/dfdd0c5dd0d4bc23,Mike Bourke,0.00,0%,0.00,0%,0.00,0%,0%,0.0
308,308,Jess,Bouscal,,--,155 lbs.,--,,3,2,0,http://ufcstats.com/fighter-details/38b1417ec17072da,Jess Bouscal,0.00,0%,0.00,0%,0.00,0%,0%,0.0
309,309,Tai,Bowden,,"5' 11""",230 lbs.,--,,1,1,0,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86,Tai Bowden,0.00,0%,0.00,0%,0.00,0%,0%,0.0
310,310,Melton,Bowen,The Punisher,"6' 0""",225 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/81ca2c245b19b3c5,Melton Bowen,0.00,0%,0.00,0%,0.00,0%,0%,0.0
311,311,Brian,Bowles,,"5' 7""",135 lbs.,"70.0""",Orthodox,10,3,0,http://ufcstats.com/fighter-details/b26d3e3746fb4024,Brian Bowles,2.36,26%,2.98,64%,1.39,70%,54%,1.4
312,312,Roger,Bowling,Relentless,"5' 9""",155 lbs.,"68.0""",Orthodox,11,5,0,http://ufcstats.com/fighter-details/3b9f723e2720a238,Roger Bowling,3.90,47%,3.86,51%,3.09,43%,27%,0.9
313,313,Blake,Bowman,,"6' 2""",170 lbs.,--,,2,4,0,http://ufcstats.com/fighter-details/a95a0504fd73bd3e,Blake Bowman,0.00,0%,0.00,0%,0.00,0%,0%,0.0
314,314,Ashe,Bowman,The Archer,"5' 9""",155 lbs.,--,,9,10,0,http://ufcstats.com/fighter-details/8a0a35e7c74bebcc,Ashe Bowman,2.43,42%,4.86,57%,0.00,0%,0%,0.0
315,315,Colley,Bradford,,"5' 7""",145 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/1433786ac76cf777,Colley Bradford,0.00,0%,0.00,0%,0.00,0%,0%,0.0
316,316,Kyle,Bradley,,"5' 9""",155 lbs.,"71.0""",Orthodox,15,8,0,http://ufcstats.com/fighter-details/a6959da32f0e6b5d,Kyle Bradley,1.99,40%,3.45,58%,0.65,50%,40%,0.0
317,317,Paul,Bradley,The Gentleman,"5' 9""",170 lbs.,--,Orthodox,18,3,0,http://ufcstats.com/fighter-details/c7011de4765d2497,Paul Bradley,2.26,32%,4.13,56%,1.12,16%,100%,0.0
318,318,Sean,Brady,,"5' 9""",170 lbs.,--,,9,0,0,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,Sean Brady,0.00,0%,0.00,0%,0.00,0%,0%,0.0
319,319,Ebenezer Fontes,Braga,Pitbull,"6' 0""",199 lbs.,--,Orthodox,13,7,2,http://ufcstats.com/fighter-details/dc950d59dc590aca,Ebenezer Fontes Braga,2.42,50%,0.42,71%,0.00,0%,90%,0.6
320,320,Ramiz,Brahimaj,,"5' 10""",170 lbs.,"73.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/3d074044a33825e7,Ramiz Brahimaj,0.00,0%,0.00,0%,0.00,0%,0%,0.0
321,321,Joe,Brammer,The South Side Strangler,"5' 8""",155 lbs.,--,Orthodox,7,3,1,http://ufcstats.com/fighter-details/013da757877044a2,Joe Brammer,2.15,31%,2.80,56%,0.81,50%,50%,0.0
322,322,David,Branch,,"6' 1""",185 lbs.,"78.0""",Orthodox,22,6,0,http://ufcstats.com/fighter-details/d2c55d1d2e67773b,David Branch,1.66,39%,1.91,56%,2.55,32%,43%,0.0
323,323,Diego,Brandao,DB,"5' 7""",145 lbs.,"68.0""",Orthodox,24,11,0,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7,Diego Brandao,2.94,47%,3.38,62%,3.21,68%,80%,0.6
324,324,Michael,Bravo,,--,155 lbs.,--,,7,4,0,http://ufcstats.com/fighter-details/dc63542668295c23,Michael Bravo,0.00,0%,0.00,0%,0.00,0%,0%,0.0
325,325,Martin,Bravo,El Toro,"5' 8""",145 lbs.,"71.0""",Southpaw,12,2,0,http://ufcstats.com/fighter-details/9c44f290f5726d95,Martin Bravo,6.04,37%,5.19,50%,2.01,33%,85%,0.0
326,326,Tom,Breese,,"6' 3""",185 lbs.,"73.0""",Southpaw,11,1,0,http://ufcstats.com/fighter-details/1588b787bda7b540,Tom Breese,3.85,49%,2.57,65%,0.00,0%,72%,0.3
327,327,Chris,Brennan,The Westside Strangler,"5' 8""",170 lbs.,--,Orthodox,19,13,1,http://ufcstats.com/fighter-details/b19fc66613dc75b9,Chris Brennan,0.60,40%,0.97,50%,0.00,0%,25%,2.1
328,328,Charlie,Brenneman,The Spaniard,"5' 10""",155 lbs.,"72.0""",Orthodox,19,8,0,http://ufcstats.com/fighter-details/98f6da59d765ec94,Charlie Brenneman,1.52,56%,1.55,46%,4.23,42%,72%,0.0
329,329,Robert,Breslin,The Bullet,"5' 11""",155 lbs.,--,,3,9,0,http://ufcstats.com/fighter-details/e319d6697d41f3cf,Robert Breslin,0.00,0%,0.00,0%,0.00,0%,0%,0.0
330,330,Mack,Brewer,,--,205 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/106a925d947a0de9,Mack Brewer,0.00,0%,6.67,36%,0.00,0%,0%,0.0
331,331,Marcos,Brigagao,Ironside,"6' 3""",205 lbs.,"76.0""",Southpaw,11,1,0,http://ufcstats.com/fighter-details/11547e29f253fb89,Marcos Brigagao,3.07,43%,3.27,25%,0.00,0%,36%,0.0
332,332,Jason,Brilz,Hitman,"5' 11""",205 lbs.,"71.0""",Orthodox,18,5,1,http://ufcstats.com/fighter-details/497ba5b12a4bfc47,Jason Brilz,2.66,40%,1.78,65%,2.37,25%,25%,1.3
333,333,Marcus,Brimage,The Bama Beast,"5' 4""",135 lbs.,"71.0""",Southpaw,7,5,0,http://ufcstats.com/fighter-details/81801f57bd0a7c41,Marcus Brimage,3.97,35%,3.64,56%,0.56,100%,80%,0.0
334,334,Aaron,Brink,,"6' 3""",205 lbs.,--,Orthodox,25,21,0,http://ufcstats.com/fighter-details/cf1a88371c8cb690,Aaron Brink,3.49,42%,5.71,57%,0.00,0%,0%,0.0
335,335,Henry,Briones,Bure,"5' 8""",135 lbs.,"69.0""",,19,8,1,http://ufcstats.com/fighter-details/01fcef7e3d051722,Henry Briones,3.47,42%,4.68,53%,0.00,0%,52%,0.6
336,336,Marcelo,Brito,Jungle Boy,"6' 1""",170 lbs.,--,Orthodox,8,5,0,http://ufcstats.com/fighter-details/3a97fda0de6f1fa4,Marcelo Brito,0.60,20%,3.53,55%,0.00,0%,50%,0.0
337,337,Antwain,Britt,The Juggernaut,"6' 1""",205 lbs.,"77.0""",,11,5,0,http://ufcstats.com/fighter-details/2833f50b20e96e52,Antwain Britt,1.46,39%,2.81,44%,1.56,40%,50%,0.0
338,338,Drew,Brokenshire,,--,--,--,,4,2,0,http://ufcstats.com/fighter-details/aa571d75f80fde7d,Drew Brokenshire,0.00,0%,0.00,0%,0.00,0%,0%,0.0
339,339,Mike,Bronzoulis,The Greek,"6' 0""",155 lbs.,--,,13,3,1,http://ufcstats.com/fighter-details/df3c39573d01f55b,Mike Bronzoulis,1.13,34%,2.54,37%,0.00,0%,33%,0.0
340,340,Jonathan,Brookins,,"6' 0""",145 lbs.,"73.0""",Southpaw,14,6,0,http://ufcstats.com/fighter-details/b0a6124751a56bc4,Jonathan Brookins,2.69,39%,3.63,56%,1.94,17%,80%,0.3
341,341,Will,Brooks,Ill,"5' 10""",155 lbs.,"72.0""",Orthodox,18,4,0,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,Will Brooks,4.26,59%,2.54,56%,2.08,51%,82%,0.3
342,342,CM,Punk,CM Punk,"6' 1""",170 lbs.,"73.0""",Orthodox,0,2,0,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72,CM Punk,1.10,23%,4.87,40%,0.87,11%,0%,0.0
343,343,Jarred,Brooks,The Monkey God,"5' 3""",125 lbs.,"62.0""",Switch,14,2,0,http://ufcstats.com/fighter-details/81d9df19e255b8b6,Jarred Brooks,2.12,46%,1.66,62%,4.54,57%,69%,0.6
344,344,Rob,Broughton,The Bear,"6' 2""",265 lbs.,"74.0""",,15,7,1,http://ufcstats.com/fighter-details/a7d687e6ecb30981,Rob Broughton,2.83,60%,2.54,51%,0.00,0%,26%,3.2
345,345,Lee,Brousseau,Manimal,"6' 1""",205 lbs.,--,,5,3,0,http://ufcstats.com/fighter-details/0974d8d4053a7237,Lee Brousseau,0.00,0%,0.00,0%,0.00,0%,0%,0.0
346,346,Matt,Brown,The Immortal,"6' 0""",170 lbs.,"75.0""",Orthodox,23,16,0,http://ufcstats.com/fighter-details/31123249b0bbf52e,Matt Brown,3.78,53%,2.64,56%,1.57,46%,63%,1.6
347,347,Mike,Brown,,"5' 6""",145 lbs.,"70.0""",Orthodox,26,9,0,http://ufcstats.com/fighter-details/e0b74df14f52cd15,Mike Brown,2.98,44%,2.45,60%,3.23,40%,66%,0.6
348,348,Dominic,Brown,,"5' 11""",190 lbs.,--,,14,21,0,http://ufcstats.com/fighter-details/52b3ec072ad497a4,Dominic Brown,0.00,0%,0.00,0%,0.00,0%,0%,0.0
349,349,Todd,Brown,Bulldog,"5' 11""",205 lbs.,--,Orthodox,15,4,0,http://ufcstats.com/fighter-details/9b68bf67c5695185,Todd Brown,2.15,45%,3.85,48%,0.00,0%,50%,0.0
350,350,Terrell,Brown,,--,185 lbs.,--,,3,1,0,http://ufcstats.com/fighter-details/85df85a4e276c90e,Terrell Brown,0.00,0%,0.00,0%,0.00,0%,0%,0.0
351,351,Chris,Brown,,--,170 lbs.,--,,6,4,0,http://ufcstats.com/fighter-details/9e2624ac992660c6,Chris Brown,0.00,0%,0.00,0%,0.00,0%,0%,0.0
352,352,Frederick,Brown,,"6' 0""",235 lbs.,--,,3,2,0,http://ufcstats.com/fighter-details/880c6b788266a3ef,Frederick Brown,0.00,0%,0.00,0%,0.00,0%,0%,0.0
353,353,Randy,Brown,Rudeboy,"6' 3""",170 lbs.,"78.0""",Orthodox,11,3,0,http://ufcstats.com/fighter-details/c6aee362c7a7d482,Randy Brown,3.48,47%,2.56,55%,0.85,41%,77%,0.5
354,354,Damien,Brown,Beatdown,"5' 10""",155 lbs.,"68.0""",Orthodox,17,12,0,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,Damien Brown,3.66,38%,4.86,50%,0.68,27%,53%,0.7
355,355,TJ,Brown,Downtown,"5' 9""",145 lbs.,"72.0""",Switch,13,6,0,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,TJ Brown,3.31,47%,1.31,46%,5.78,71%,60%,1.2
356,356,Humberto,Brown,El Gato Negro,"5' 10""",145 lbs.,"71.0""",,4,5,0,http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b,Humberto Brown,1.71,50%,2.19,62%,1.43,25%,0%,0.0
357,357,Travis,Browne,Hapa,"6' 6""",255 lbs.,"79.0""",Orthodox,18,7,1,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,Travis Browne,2.93,41%,4.31,42%,1.21,68%,75%,0.2
358,358,Junie,Browning,,"5' 9""",155 lbs.,--,Orthodox,4,5,0,http://ufcstats.com/fighter-details/d74cba8566291bfa,Junie Browning,3.76,48%,1.76,66%,3.53,66%,0%,3.5
359,359,Jules,Bruchez,,"6' 0""",205 lbs.,--,Southpaw,1,2,0,http://ufcstats.com/fighter-details/d1dcd4e96464a53d,Jules Bruchez,0.69,50%,5.52,46%,0.00,0%,0%,0.0
360,360,Justin,Bruckmann,Loaf,"5' 9""",170 lbs.,--,Orthodox,7,3,0,http://ufcstats.com/fighter-details/5f8e00c27b7e7410,Justin Bruckmann,0.59,66%,5.91,16%,0.00,0%,33%,0.0
361,361,Steve,Bruno,Hollywood,"5' 10""",170 lbs.,--,Orthodox,14,5,0,http://ufcstats.com/fighter-details/2f3f12002564bb55,Steve Bruno,0.96,52%,3.38,36%,1.94,25%,46%,0.4
362,362,Fernando,Bruno,Acougueiro,"5' 6""",145 lbs.,"70.0""",,16,4,0,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69,Fernando Bruno,1.75,39%,1.78,48%,2.02,22%,56%,0.5
363,363,Derek,Brunson,,"6' 1""",185 lbs.,"77.0""",Southpaw,20,7,0,http://ufcstats.com/fighter-details/b1a3e0aca758b322,Derek Brunson,3.39,45%,2.91,54%,2.80,29%,100%,0.5
364,364,Josh,Bryant,The Beast,"5' 10""",185 lbs.,--,Orthodox,12,1,0,http://ufcstats.com/fighter-details/01f022fa494188e2,Josh Bryant,1.10,20%,6.10,43%,0.00,0%,0%,0.0
365,365,Dennis,Bryant,The Beard,"6' 0""",205 lbs.,"72.0""",Orthodox,5,1,0,http://ufcstats.com/fighter-details/3b17353b8002c7d0,Dennis Bryant,10.56,59%,10.56,13%,0.00,0%,0%,0.0
366,366,Justin,Buchholz,,"6' 0""",155 lbs.,"73.0""",Orthodox,12,6,0,http://ufcstats.com/fighter-details/231926533134ec1f,Justin Buchholz,2.35,26%,4.14,51%,0.00,0%,33%,0.8
367,367,Zak,Bucia,,"5' 10""",170 lbs.,--,,7,4,0,http://ufcstats.com/fighter-details/6bbb8dc6e128779e,Zak Bucia,0.00,0%,0.00,0%,0.00,0%,0%,0.0
368,368,Courtney,Buck,,"5' 10""",135 lbs.,--,Orthodox,10,5,0,http://ufcstats.com/fighter-details/3feed7d02711d8b7,Courtney Buck,1.49,28%,3.24,54%,0.00,0%,33%,0.0
369,369,Julia,Budd,,"5' 7""",145 lbs.,"67.0""",,3,1,0,http://ufcstats.com/fighter-details/dcdc4503b9d49977,Julia Budd,2.42,74%,1.18,47%,3.60,57%,83%,0.0
370,370,Mike,Budnik,,"5' 9""",145 lbs.,"68.0""",Orthodox,11,4,0,http://ufcstats.com/fighter-details/b98209144b63ae26,Mike Budnik,0.65,52%,0.95,53%,0.00,0%,0%,3.4
371,371,Francisco,Bueno,,"5' 9""",225 lbs.,--,Orthodox,5,2,0,http://ufcstats.com/fighter-details/a72d260b436924c4,Francisco Bueno,0.00,0%,0.00,0%,0.00,0%,0%,0.0
372,372,Mayra,Bueno Silva,Sheetara,"5' 6""",135 lbs.,--,Orthodox,6,0,0,http://ufcstats.com/fighter-details/cc8c623cca88f54f,Mayra Bueno Silva,2.24,34%,2.24,38%,0.00,0%,66%,3.0
373,373,Paul,Buentello,The Headhunter,"6' 2""",245 lbs.,"77.0""",Orthodox,29,14,0,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,Paul Buentello,3.29,45%,3.83,52%,0.19,33%,39%,0.4
374,374,Lee Kwan,Bum,,"6' 2""",286 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/c0342805a1948cbb,Lee Kwan Bum,0.71,14%,0.00,100%,0.00,0%,0%,0.0
375,375,Josh,Bumgarner,,"6' 1""",170 lbs.,--,,6,3,0,http://ufcstats.com/fighter-details/9900ab86a4c458bd,Josh Bumgarner,0.00,0%,0.00,0%,0.00,0%,0%,0.0
376,376,Shawn,Bunch,Bunch the Great,"5' 5""",135 lbs.,--,,7,3,0,http://ufcstats.com/fighter-details/6e9af164ab91a229,Shawn Bunch,0.00,0%,1.55,55%,0.00,0%,50%,0.0
377,377,Wuliji,Buren,Beast Master,"5' 9""",135 lbs.,"69.0""",Orthodox,10,7,0,http://ufcstats.com/fighter-details/2296125b6c362355,Wuliji Buren,1.63,42%,2.96,56%,3.38,42%,71%,0.4
378,378,Shane,Burgos,Hurricane,"5' 11""",145 lbs.,"75.0""",Orthodox,12,1,0,http://ufcstats.com/fighter-details/98d961097baaf308,Shane Burgos,7.06,47%,6.14,62%,0.43,100%,94%,0.2
379,379,Joshua,Burkman,The People's Warrior,"5' 10""",170 lbs.,"72.0""",Orthodox,29,17,0,http://ufcstats.com/fighter-details/6da99156486ed6c2,Joshua Burkman,2.69,43%,3.13,51%,2.53,36%,72%,0.3
380,380,Mads,Burnell,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/69f01b25dfabaf6b,Mads Burnell,1.28,41%,2.71,51%,3.45,47%,22%,0.4
381,381,Mikey,Burnett,The Eastside Assassin,"5' 6""",170 lbs.,--,Orthodox,5,2,0,http://ufcstats.com/fighter-details/4c805f5f58a75df0,Mikey Burnett,0.00,0%,0.00,0%,0.00,0%,0%,0.0
382,382,Kevin,Burns,The Fire,"5' 10""",170 lbs.,"74.0""",Orthodox,9,5,0,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b,Kevin Burns,2.74,38%,4.30,52%,0.28,50%,47%,0.8
383,383,Gilbert,Burns,Durinho,"5' 10""",155 lbs.,"71.0""",Orthodox,16,3,0,http://ufcstats.com/fighter-details/23024fdfc966410a,Gilbert Burns,3.22,44%,3.25,57%,2.60,39%,42%,0.7
384,384,Josh,Burns,The Hammer,"6' 1""",244 lbs.,--,,8,10,0,http://ufcstats.com/fighter-details/1e092415a7eeaf65,Josh Burns,2.40,48%,5.73,32%,0.00,0%,100%,0.0
385,385,Herbert,Burns,The Blaze,"5' 9""",145 lbs.,"74.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/4f140403000158b5,Herbert Burns,2.01,45%,6.85,45%,0.00,0%,100%,6.0
386,386,Derrick,Burnsed,,--,155 lbs.,--,,8,2,3,http://ufcstats.com/fighter-details/2213330f082f82d5,Derrick Burnsed,0.00,0%,0.00,0%,0.00,0%,0%,0.0
387,387,Nah-Shon,Burrell,The Rock n Rolla,"5' 11""",170 lbs.,"73.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/2c64c035485906aa,Nah-Shon Burrell,4.83,47%,3.45,56%,0.00,0%,52%,0.3
388,388,Martin,Buschkamp,Barracuda,"5' 9""",145 lbs.,"70.0""",Orthodox,9,0,0,http://ufcstats.com/fighter-details/8fc30d8cebb17116,Martin Buschkamp,0.00,0%,0.00,0%,0.00,0%,0%,0.0
389,389,George,Bush,,"6' 1""",205 lbs.,--,,5,2,0,http://ufcstats.com/fighter-details/f0c779dc2ca3816c,George Bush,6.35,64%,2.31,55%,17.31,66%,0%,0.0
390,390,Bubba,Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,"73.0""",Orthodox,8,3,0,http://ufcstats.com/fighter-details/132505067f08c54d,Bubba Bush,0.63,55%,7.01,25%,2.82,50%,60%,0.0
391,391,Murilo,Bustamante,,"6' 2""",183 lbs.,--,Orthodox,14,8,1,http://ufcstats.com/fighter-details/85d905f7c4f5a1af,Murilo Bustamante,1.33,32%,1.90,60%,2.46,33%,54%,1.2
392,392,Nick,Bustamante,,"5' 9""",170 lbs.,--,,5,3,0,http://ufcstats.com/fighter-details/51b1ca2a4b064101,Nick Bustamante,0.00,0%,0.00,0%,0.00,0%,0%,0.0
393,393,Eduardo,Bustillos,,"5' 8""",135 lbs.,--,,5,3,0,http://ufcstats.com/fighter-details/f273f1b8df04c8a1,Eduardo Bustillos,2.61,59%,6.22,35%,0.00,0%,100%,0.0
394,394,Jason,Butcher,,"6' 3""",185 lbs.,--,,10,2,0,http://ufcstats.com/fighter-details/30e39145fec48d25,Jason Butcher,1.82,40%,2.73,25%,13.64,50%,0%,0.0
395,395,Todd,Butler,,"6' 1""",200 lbs.,--,Southpaw,1,4,0,http://ufcstats.com/fighter-details/3fed746acfd026dd,Todd Butler,0.00,0%,0.00,0%,0.00,0%,0%,0.0
396,396,Goldman,Butler,,--,--,--,,1,4,0,http://ufcstats.com/fighter-details/e2d5072048b825b1,Goldman Butler,0.00,0%,0.00,0%,0.00,0%,0%,0.0
397,397,Ian,Butler,,"5' 8""",155 lbs.,--,,3,3,0,http://ufcstats.com/fighter-details/6b8fd98eb52363d1,Ian Butler,2.09,14%,6.69,36%,0.00,0%,50%,0.0
398,398,Raphael,Butler,The Silencer,"6' 3""",261 lbs.,--,,9,2,1,http://ufcstats.com/fighter-details/f941505e35fb1eae,Raphael Butler,4.69,45%,0.94,91%,0.00,0%,100%,14.1
399,399,JP,Buys,,"5' 6""",125 lbs.,"66.0""",Orthodox,4,1,0,http://ufcstats.com/fighter-details/0b362247806341e5,JP Buys,2.01,42%,3.35,46%,4.02,50%,0%,0.0
400,400,Charles,Byrd,Kid Dynamite,"5' 10""",185 lbs.,"73.0""",Orthodox,10,6,0,http://ufcstats.com/fighter-details/76ee3d666c648f6b,Charles Byrd,3.86,57%,2.10,58%,2.52,50%,57%,1.9
401,401,Steve,Byrnes,The Sergeant,"6' 0""",170 lbs.,--,Orthodox,6,1,0,http://ufcstats.com/fighter-details/43612456979e5d5e,Steve Byrnes,1.20,51%,2.67,27%,3.00,60%,0%,4.0
402,402,Michael,Byrnes,,"5' 11""",155 lbs.,--,,5,2,0,http://ufcstats.com/fighter-details/87f0b37f153cf497,Michael Byrnes,0.00,0%,0.00,0%,0.00,0%,0%,0.0
403,403,Yan,Cabral,,"5' 11""",155 lbs.,"73.0""",Orthodox,12,3,0,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,Yan Cabral,2.02,47%,1.98,62%,2.89,35%,37%,1.2
404,404,Alvin,Cacdac,,"5' 6""",125 lbs.,--,Orthodox,16,11,0,http://ufcstats.com/fighter-details/ce7871949b0ed2bf,Alvin Cacdac,1.21,66%,0.61,0%,0.00,0%,0%,0.0
405,405,Alex,Caceres,Bruce Leeroy,"5' 10""",145 lbs.,"73.0""",Southpaw,15,12,0,http://ufcstats.com/fighter-details/7aa3d6964eff4877,Alex Caceres,3.98,48%,2.86,64%,0.53,75%,58%,0.8
406,406,Priscila,Cachoeira,Zombie Girl,"5' 7""",125 lbs.,"65.0""",Orthodox,8,3,0,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,Priscila Cachoeira,3.70,36%,7.94,42%,0.00,0%,69%,0.0
407,407,Travis,Calanoc,The Dark Knight,"5' 8""",145 lbs.,--,Orthodox,5,1,0,http://ufcstats.com/fighter-details/90d28fee0af74f2d,Travis Calanoc,0.00,0%,0.00,0%,0.00,0%,0%,0.0
408,408,Joanne,Calderwood,JoJo,"5' 6""",125 lbs.,"65.0""",Orthodox,13,4,0,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,Joanne Calderwood,6.10,48%,4.34,52%,1.82,57%,60%,0.6
409,409,Darrion,Caldwell,The Wolf,"5' 10""",135 lbs.,--,,10,1,0,http://ufcstats.com/fighter-details/b7dc25ee40ee8334,Darrion Caldwell,0.85,34%,0.57,60%,3.41,66%,100%,0.8
410,410,Cynthia,Calvillo,,"5' 4""",115 lbs.,"64.0""",Orthodox,8,1,0,http://ufcstats.com/fighter-details/98215d037be5bcb7,Cynthia Calvillo,3.87,39%,3.50,64%,1.57,36%,69%,2.0
411,411,Joe,Camacho,,"5' 9""",155 lbs.,--,Orthodox,13,16,3,http://ufcstats.com/fighter-details/dfb965c9824425db,Joe Camacho,0.31,17%,5.00,42%,0.00,0%,0%,0.0
