,first_name,last_name,nick_name,height,weight,reach,stance,wins,losses,draws,fighter_url
2916,Adam,Steele,,--,170 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/16044bd8762cf794
2917,Dominique,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0,http://ufcstats.com/fighter-details/68c11c27d4d56572
2918,Ricky,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,5,0,0,http://ufcstats.com/fighter-details/09a6ed4ee97a5606
2919,Eric,Steenberg,,--,155 lbs.,--,,5,1,0,http://ufcstats.com/fighter-details/377bc9dc0b2745f9
2920,Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,7,4,0,http://ufcstats.com/fighter-details/0b5b6876c2a4723f
2921,Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0,http://ufcstats.com/fighter-details/6000b5ae6c462142
2922,Dmitri,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/738acab0c6934dd8
2923,Jeremy,Stephens,Lil' Heathen,"5' 8""",145 lbs.,"71.0""",Orthodox,28,16,0,http://ufcstats.com/fighter-details/18968f97ad34f15c
2924,Aljamain,Sterling,Funk Master,"5' 7""",135 lbs.,"71.0""",Orthodox,18,3,0,http://ufcstats.com/fighter-details/cb696ebfb6598724
2925,Marc,Stevens,,"5' 9""",155 lbs.,--,,14,6,0,http://ufcstats.com/fighter-details/310c4d4b2b32796b
2926,Joe,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,31,14,0,http://ufcstats.com/fighter-details/79899ecf62020f6d
2927,Maia,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0,http://ufcstats.com/fighter-details/2fee10d5cf86bfca
2928,Luke,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0,http://ufcstats.com/fighter-details/27b1a406ac171b19
2929,Darren,Stewart,The Dentist,"6' 0""",185 lbs.,"74.0""",Orthodox,10,4,0,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
2930,Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0,http://ufcstats.com/fighter-details/bb61823f76361297
2931,Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,18,11,1,http://ufcstats.com/fighter-details/df5a77121ba84a5d
2932,Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,22,8,0,http://ufcstats.com/fighter-details/2cf520143e76cd2e
2933,Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,7,3,0,http://ufcstats.com/fighter-details/cc3147b49c7d7d92
2934,Lazar,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0,http://ufcstats.com/fighter-details/4d25497994da569c
2935,Denis,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,9,3,0,http://ufcstats.com/fighter-details/a421465acbe59c77
2936,Julija,Stoliarenko,,"5' 7""",145 lbs.,"66.0""",,4,4,1,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
2937,Ken,Stone,,"5' 8""",135 lbs.,"71.0""",,11,4,0,http://ufcstats.com/fighter-details/fbf0947399d14323
2938,Ryan,Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0,http://ufcstats.com/fighter-details/8d477c3fbe001f9d
2939,George,Stork,,"5' 10""",185 lbs.,--,,6,4,0,http://ufcstats.com/fighter-details/61dd409cb40d1a55
2940,Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0,http://ufcstats.com/fighter-details/5b5307450405abf0
2941,Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,3,0,http://ufcstats.com/fighter-details/025f0b1b58fbad01
2942,Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0,http://ufcstats.com/fighter-details/91181b29be041f1c
2943,Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2
2944,Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,21,12,1,http://ufcstats.com/fighter-details/501b07aec9b8fc2d
2945,Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0,http://ufcstats.com/fighter-details/e1a4568fec1fc24f
2946,Gennaro,Strangis,,--,--,--,,0,1,0,http://ufcstats.com/fighter-details/495add4fbede0a44
2947,Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,4,http://ufcstats.com/fighter-details/980b4e712489098e
2948,Daniel,Straus,,"5' 7""",145 lbs.,--,,24,7,0,http://ufcstats.com/fighter-details/15347cd4cdf01b03
2949,Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,http://ufcstats.com/fighter-details/04f9fe830cf13482
2950,Sean,Strickland,Tarzan,"6' 1""",170 lbs.,"76.0""",Orthodox,20,3,0,http://ufcstats.com/fighter-details/0d8011111be000b2
2951,Hans,Stringer,,"6' 3""",205 lbs.,"73.0""",Orthodox,22,7,3,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
2952,Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,11,0,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
2953,Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,http://ufcstats.com/fighter-details/601cf40c09090853
2954,Mike,Stumpf,,"5' 10""",170 lbs.,"71.0""",,11,4,0,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5
2955,Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,http://ufcstats.com/fighter-details/d30415ec5e8783cd
2956,Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",,9,0,0,http://ufcstats.com/fighter-details/b08012bbe542592a
2957,Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,http://ufcstats.com/fighter-details/3a7513372f79c8c8
2958,Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
2959,Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,http://ufcstats.com/fighter-details/8215e4fe24e8e81b
2960,Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd
2961,Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,http://ufcstats.com/fighter-details/b205d4f2ff44bc89
2962,George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,http://ufcstats.com/fighter-details/6c7e25571490aa3b
2963,Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,http://ufcstats.com/fighter-details/7aa88401f93ce836
2964,Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,16,5,0,http://ufcstats.com/fighter-details/fe1fdc6be470f773
2965,Justin,Sumter,The Fort,"6' 2""",185 lbs.,"80.0""",Southpaw,7,2,0,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5
2966,Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,http://ufcstats.com/fighter-details/22af3546bd967280
2967,Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/cc5834a495d1ea08
2968,Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66
2969,Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,http://ufcstats.com/fighter-details/556347e2b0e33979
2970,Martin,Svensson,Big Swede,"6' 1""",155 lbs.,"72.0""",,14,6,0,http://ufcstats.com/fighter-details/bcad7223af3c19da
2971,Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,25,11,0,http://ufcstats.com/fighter-details/d247691a6c0e9034
2972,Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,http://ufcstats.com/fighter-details/9fe85152f351e737
2973,Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,http://ufcstats.com/fighter-details/5330fe7e4c3af81c
2974,Bentley,Syler,Dr. Bolivia,"5' 4""",125 lbs.,"68.0""",Orthodox,5,1,0,http://ufcstats.com/fighter-details/abd2109bc4cb0291
2975,Kevin,Syler,El Nino Bala,"5' 9""",145 lbs.,"71.0""",Switch,8,0,0,http://ufcstats.com/fighter-details/9094a881a7513de3
2976,Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,26,0,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
2977,Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,http://ufcstats.com/fighter-details/87b7df65c30008c4
2978,Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,30,7,0,http://ufcstats.com/fighter-details/2a542ee8a8b83559
2979,Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,http://ufcstats.com/fighter-details/e7bc606d269896aa
2980,Amber,Tackett,,--,115 lbs.,--,,1,3,0,http://ufcstats.com/fighter-details/bb01bc3c57f39b04
2981,Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,http://ufcstats.com/fighter-details/f70144caea5c4c80
2982,Justin,Tafa,,--,265 lbs.,--,,3,0,0,http://ufcstats.com/fighter-details/e13abac8089a801a
2983,Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,2,0,http://ufcstats.com/fighter-details/b4537562f88ac582
2984,Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,http://ufcstats.com/fighter-details/9bf126927843e184
2985,Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,5,0,http://ufcstats.com/fighter-details/8f5c8850b2484173
2986,Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,http://ufcstats.com/fighter-details/a25b71fe5e31fa97
2987,Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,29,25,3,http://ufcstats.com/fighter-details/6420efac0578988b
2988,Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,http://ufcstats.com/fighter-details/01f86e2d604e2f3c
2989,Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,9,13,2,http://ufcstats.com/fighter-details/4f74c8be51db8a37
2990,Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,16,10,1,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9
2991,Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,http://ufcstats.com/fighter-details/d856a0080ac09ed7
2992,Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,http://ufcstats.com/fighter-details/a7724f51e32e763e
2993,Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,http://ufcstats.com/fighter-details/1dc56b59cb28425d
2994,Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,6,0,http://ufcstats.com/fighter-details/49858bf46dabf6fb
2995,Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,http://ufcstats.com/fighter-details/eaa0a728cc91ef60
2996,Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,http://ufcstats.com/fighter-details/bfd4d50591033a1f
2997,Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,http://ufcstats.com/fighter-details/30e8b4505f5ccf92
2998,Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,16,11,2,http://ufcstats.com/fighter-details/c95fbc085e17a532
2999,Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,7,4,0,http://ufcstats.com/fighter-details/57bf89d42364d39e
3000,Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,http://ufcstats.com/fighter-details/ad3041e61896b975
3001,Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0,http://ufcstats.com/fighter-details/1bf49bf829964144
3002,Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0,http://ufcstats.com/fighter-details/64788ee44b062ded
3003,Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
3004,Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,11,4,1,http://ufcstats.com/fighter-details/0eec866a077889f0
3005,Gary,Tapusoa,,"5' 7""",185 lbs.,--,,6,2,0,http://ufcstats.com/fighter-details/37ac9e0f4fc86171
3006,Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,http://ufcstats.com/fighter-details/b96619b3acd7d9da
3007,Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,13,5,0,http://ufcstats.com/fighter-details/ef927e4fe2117ab8
3008,Thiago,Tavares,,"5' 7""",145 lbs.,"68.0""",Orthodox,24,7,1,http://ufcstats.com/fighter-details/8a59d346dc976a10
3009,Jeremy,Tavares,,--,135 lbs.,--,,1,5,0,http://ufcstats.com/fighter-details/681d07e328798ec0
3010,Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,17,6,0,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
3011,Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,http://ufcstats.com/fighter-details/9b74de674c355425
3012,Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,33,15,0,http://ufcstats.com/fighter-details/dd992d569aaebee6
3013,Torrance,Taylor,,"5' 7""",155 lbs.,--,,10,7,1,http://ufcstats.com/fighter-details/88e53ec16b801740
3014,Louis,Taylor,BeastMode,"5' 11""",185 lbs.,"74.0""",Orthodox,11,3,0,http://ufcstats.com/fighter-details/49bddfee9ed54cf3
3015,Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0,http://ufcstats.com/fighter-details/637a4d8825464c62
3016,Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
3017,J.T,Taylor,The Outlaw,"5' 10""",--,--,,7,7,0,http://ufcstats.com/fighter-details/17c6e35e4da505b0
3018,James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,18,9,0,http://ufcstats.com/fighter-details/f5431394fb284bb9
3019,Shawn,Teed,,"6' 5""",265 lbs.,"79.0""",Orthodox,5,1,0,http://ufcstats.com/fighter-details/5bb70ebd65075c5c
3020,Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,29,7,0,http://ufcstats.com/fighter-details/7ff97850e8c32bda
3021,John,Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,14,1,1,http://ufcstats.com/fighter-details/86061eaba822bfea
3022,Ewerton,Teixeira,,"6' 1""",242 lbs.,--,,3,1,0,http://ufcstats.com/fighter-details/de9e331b3e6bae70
3023,Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
3024,Herman,Terrado,,--,170 lbs.,--,,8,2,1,http://ufcstats.com/fighter-details/61d6368013f8637f
3025,Dave,Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7,6,0,http://ufcstats.com/fighter-details/b9aa0024f295609e
3026,David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6,2,0,http://ufcstats.com/fighter-details/4123fd4dcc1fe937
3027,James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,16,8,0,http://ufcstats.com/fighter-details/5befa793316d3469
3028,Jeff,Terry,,"6' 2""",205 lbs.,--,,2,3,0,http://ufcstats.com/fighter-details/60f86c449cd31e23
3029,David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,http://ufcstats.com/fighter-details/2747c60e42d9d75f
3030,Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7,3,0,http://ufcstats.com/fighter-details/fbf0537e420e698e
3031,Motonobu,Tezuka,,"5' 7""",135 lbs.,"66.0""",Southpaw,19,6,4,http://ufcstats.com/fighter-details/d34636a85f0f4c90
3032,Jason,Thacker,,"5' 10""",185 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/f0264252e191da22
3033,Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,http://ufcstats.com/fighter-details/638cfec7ec559d6e
3034,Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,17,3,0,http://ufcstats.com/fighter-details/34f88592c0ab7a54
3035,Nik,Theotikos,,--,185 lbs.,--,Orthodox,6,2,0,http://ufcstats.com/fighter-details/ca936c67687789e9
3036,Paulo,Thiago,,"5' 11""",170 lbs.,"73.0""",Orthodox,15,8,0,http://ufcstats.com/fighter-details/30a09e43f15f1d75
3037,Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,25,8,0,http://ufcstats.com/fighter-details/40a604761ca7d64d
3038,Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,12,7,0,http://ufcstats.com/fighter-details/b732b326c362fb62
3039,Noah,Thomas,,"5' 9""",135 lbs.,--,Orthodox,14,7,0,http://ufcstats.com/fighter-details/319c15b8aac5bfde
3040,Joel,Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5,1,0,http://ufcstats.com/fighter-details/2b33e57c4d0a4502
3041,Treston,Thomison,,"5' 8""",145 lbs.,--,,10,6,0,http://ufcstats.com/fighter-details/ed5f04f833459877
3042,Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
3043,James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,16,14,0,http://ufcstats.com/fighter-details/9e30f69cc0869301
3044,Oli,Thompson,,"6' 1""",242 lbs.,"75.0""",Orthodox,9,4,0,http://ufcstats.com/fighter-details/dcdd511ff757f15c
3045,Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,14,4,1,http://ufcstats.com/fighter-details/4a28cb716c19157a
3046,Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,21,8,0,http://ufcstats.com/fighter-details/a566371ba2ad7152
3047,Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,4,1,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec
3048,Josh,Thornburg,,"6' 0""",170 lbs.,--,,7,5,0,http://ufcstats.com/fighter-details/083e15da67d9b0fa
3049,Gleison,Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,40,14,0,http://ufcstats.com/fighter-details/75e5fec9f72910ef
3050,Chris,Tickle,BadBoy,"5' 9""",155 lbs.,--,,7,5,0,http://ufcstats.com/fighter-details/1d1b85389a05df69
3051,Nolan,Ticman,,"5' 6""",125 lbs.,"69.0""",Orthodox,4,3,0,http://ufcstats.com/fighter-details/9eb069062a0cfc13
3052,Darren,Till,The Gorilla,"6' 0""",170 lbs.,"74.0""",Southpaw,17,2,1,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
3053,Brett,Tillis,,--,145 lbs.,--,,0,0,0,http://ufcstats.com/fighter-details/7b461ccae8270207
3054,Ryan,Tobar,,--,155 lbs.,--,,3,3,0,http://ufcstats.com/fighter-details/57481f1f10530c61
3055,Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,"72.0""",Switch,8,0,0,http://ufcstats.com/fighter-details/274ca7b799b402cc
3056,Dusko,Todorovic,,"6' 1""",185 lbs.,--,,8,0,0,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
3057,Hideo,Tokoro,,"5' 7""",135 lbs.,--,Orthodox,30,25,1,http://ufcstats.com/fighter-details/2d5fbe2103f97053
3058,Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25,2,0,http://ufcstats.com/fighter-details/679ae8c4fd022c6b
3059,Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,12,6,1,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b
3060,Tyler,Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,12,3,0,http://ufcstats.com/fighter-details/8e893f269d5696b2
3061,James,Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/d10b35152277cf98
3062,Masanori,Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,http://ufcstats.com/fighter-details/9de7c97e1c0d7927
3063,Carl,Toomey,,--,--,--,,3,3,0,http://ufcstats.com/fighter-details/5ee87e0432205755
3064,Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,2,0,http://ufcstats.com/fighter-details/918d9d89d4d52acc
3065,Miguel,Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,39,5,0,http://ufcstats.com/fighter-details/33b2f68ef95252e0
3066,Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,22,4,0,http://ufcstats.com/fighter-details/cce79e827569f26e
3067,Haven,Torres,,--,125 lbs.,--,,0,0,0,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c
3068,Tecia,Torres,The Tiny Tornado,"5' 1""",115 lbs.,"60.0""",Orthodox,10,5,0,http://ufcstats.com/fighter-details/31ef8b67e13495b3
3069,Alex,Torres,Rolo,"5' 10""",145 lbs.,"70.0""",Orthodox,2,2,0,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
3070,Abram,Torres,,"5' 10""",170 lbs.,--,,4,3,0,http://ufcstats.com/fighter-details/e175a261a280f7cb
3071,Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,http://ufcstats.com/fighter-details/d2036f31c035e0d1
3072,Desmond,Torres,The Tyrant,"5' 6""",135 lbs.,"69.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/971aebf56267de20
3073,Salim,Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
3074,Dequan,Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,9,0,http://ufcstats.com/fighter-details/3f7dab21b6c971bc
3075,Minoru,Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,http://ufcstats.com/fighter-details/04076783ca83d6ae
3076,Roberto,Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,http://ufcstats.com/fighter-details/20ec0061400178ca
3077,Bryan,Travers,,--,155 lbs.,--,,14,3,0,http://ufcstats.com/fighter-details/008cf84faae9c7a5
3078,Alexander,Trevino,,--,170 lbs.,--,,5,2,0,http://ufcstats.com/fighter-details/73abb7a5c57fb443
3079,Francisco,Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,12,2,0,http://ufcstats.com/fighter-details/97a6bbe6e6566a94
3080,Angelo,Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7,2,0,http://ufcstats.com/fighter-details/0cf9f5518d6063bb
3081,Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
3082,Francisco,Trinaldo,Massaranduba,"5' 9""",155 lbs.,"70.0""",Southpaw,23,7,0,http://ufcstats.com/fighter-details/a8283a4f415e1eb9
3083,Damien,Trites,The Omen,"5' 11""",165 lbs.,--,,7,6,0,http://ufcstats.com/fighter-details/cb1c09c8126dbee0
3084,Michael,Trizano,The Lone Wolf,"5' 11""",155 lbs.,"71.0""",Orthodox,9,1,0,http://ufcstats.com/fighter-details/5bf31a46becc1204
3085,Antonio,Trocoli,Malvado,"6' 5""",205 lbs.,"82.0""",Orthodox,11,3,0,http://ufcstats.com/fighter-details/6d48a2df51749d91
3086,Tor,Troeng,The Hammer,"6' 2""",185 lbs.,"77.0""",Orthodox,16,7,1,http://ufcstats.com/fighter-details/8abf70f79e9e27c2
3087,Aaron,Trujillo,,"5' 5""",125 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/cc18abc046b382c9
3088,Reynaldo,Trujillo,The Truth,"5' 9""",155 lbs.,--,,8,7,0,http://ufcstats.com/fighter-details/e6b233a007cb06c4
3089,Abel,Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0,http://ufcstats.com/fighter-details/e14b5aa06eea9653
3090,Arman,Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,14,2,0,http://ufcstats.com/fighter-details/eae48ff31db420c2
3091,Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,http://ufcstats.com/fighter-details/df05aa15b2d66f57
3092,Jon,Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
3093,Gavin,Tucker,Guv'Nor,"5' 6""",145 lbs.,"66.0""",Southpaw,11,1,0,http://ufcstats.com/fighter-details/da816417a579a0bd
3094,Jumabieke,Tuerxun,Leopard,"5' 7""",135 lbs.,"67.0""",Orthodox,17,3,1,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10
3095,Tom,Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0,3,0,http://ufcstats.com/fighter-details/b9aa7d230865b5fe
3096,Blair,Tugman,,"6' 0""",135 lbs.,--,,10,6,0,http://ufcstats.com/fighter-details/63f8775391301891
3097,Tai,Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,10,2,0,http://ufcstats.com/fighter-details/c62fbc117d57b943
3098,Zubaira,Tukhugov,Warrior,"5' 8""",145 lbs.,"68.0""",Orthodox,18,4,0,http://ufcstats.com/fighter-details/aceffa19749c4dc0
3099,Teila,Tuli,,"6' 0""",430 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/96eff1a628adcc7f
3100,Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,17,4,0,http://ufcstats.com/fighter-details/ff6a1f63c254127e
3101,Ricky,Turcios,Pretty,"5' 9""",135 lbs.,"71.0""",Orthodox,8,1,0,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
3102,Wellington,Turman,The Prodigy,"6' 0""",185 lbs.,"72.0""",Orthodox,15,3,0,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
3103,Courtney,Turner,,"6' 2""",170 lbs.,--,,0,3,0,http://ufcstats.com/fighter-details/56f4b81ec4db61af
3104,Jalin,Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,8,5,0,http://ufcstats.com/fighter-details/4d8fa64202cee4c1
3105,Austin,Tweedy,Flash,"5' 9""",155 lbs.,"68.0""",Orthodox,10,1,0,http://ufcstats.com/fighter-details/885adaff8fe15cf7
3106,Marcin,Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,17,5,0,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
3107,Alberto,Uda,,"6' 3""",185 lbs.,"77.0""",Orthodox,9,2,0,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d
