,first_name,last_name,nick_name,height,weight,reach,stance,wins,losses,draws,fighter_url
2724,Nate,Schroeder,,"6' 1""",230 lbs.,--,,11,10,0,http://ufcstats.com/fighter-details/040426baba8a45e8
2725,Lacey,Schuckman,,"5' 3""",125 lbs.,--,,6,4,0,http://ufcstats.com/fighter-details/e44c679c30403cba
2726,Mark,Schultz,,"5' 9""",200 lbs.,--,Orthodox,1,1,0,http://ufcstats.com/fighter-details/c1684f00c626f4c0
2727,Brian,Schwartz,,"6' 3""",170 lbs.,--,Orthodox,1,1,0,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9
2728,Eric,Schwartz,,--,205 lbs.,--,,2,0,0,http://ufcstats.com/fighter-details/79cbdf233e5e0496
2729,Justin,Scoggins,,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
2730,Bradley,Scott,Bear,"6' 1""",170 lbs.,"76.0""",,12,6,0,http://ufcstats.com/fighter-details/34e552520a934063
2731,Greg,Scott,,"5' 9""",145 lbs.,--,,3,4,0,http://ufcstats.com/fighter-details/0b235384fe23fc9c
2732,Mike,Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13,14,1,http://ufcstats.com/fighter-details/0c01568b1ac77bff
2733,Matt,Secor,,"6' 0""",170 lbs.,--,,8,4,0,http://ufcstats.com/fighter-details/d1ce40aca99a9b70
2734,Kenneth,Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4,6,0,http://ufcstats.com/fighter-details/55e94a9b525dcf45
2735,Neil,Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
2736,Rony,Sefo,,"5' 9""",225 lbs.,--,Orthodox,0,2,0,http://ufcstats.com/fighter-details/d6b68eaf4b68b160
2737,Ray,Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,2,1,0,http://ufcstats.com/fighter-details/646d5dbe509accd4
2738,Brendan,Seguin,,"6' 0""",185 lbs.,--,,23,17,1,http://ufcstats.com/fighter-details/e4bb7e483c4ad318
2739,Stefan,Sekulic,,"6' 0""",170 lbs.,"75.0""",Southpaw,12,3,0,http://ufcstats.com/fighter-details/348dff4e03bd18c6
2740,Pete,Sell,Drago,"5' 11""",170 lbs.,"75.0""",Orthodox,9,5,0,http://ufcstats.com/fighter-details/0359313549d230a1
2741,Andrei,Semenov,,"6' 0""",185 lbs.,--,Orthodox,30,9,2,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd
2742,Mackens,Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0,http://ufcstats.com/fighter-details/51b1e2fd9872005b
2743,Brandon,Sene,,"5' 11""",205 lbs.,--,,2,2,0,http://ufcstats.com/fighter-details/3ed134d85dfbd7b4
2744,Kim In,Seok,,"5' 6""",145 lbs.,--,Orthodox,3,5,0,http://ufcstats.com/fighter-details/88b250ba222c3a98
2745,Ray,Seraille,,"6' 3""",246 lbs.,--,,8,9,0,http://ufcstats.com/fighter-details/2f04c4183523be2e
2746,Ivan,Serati,,"6' 0""",205 lbs.,--,Orthodox,12,4,0,http://ufcstats.com/fighter-details/b23fca14c7b79935
2747,Alex,Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0,http://ufcstats.com/fighter-details/253d3f9e97ca149a
2748,Nicholas,Sergiacomi,,--,170 lbs.,--,,1,1,0,http://ufcstats.com/fighter-details/efab191f204ffa17
2749,Matt,Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
2750,Nick,Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7,3,0,http://ufcstats.com/fighter-details/1975c2272ba40e71
2751,Adrian,Serrano,,"5' 8""",170 lbs.,--,,56,29,4,http://ufcstats.com/fighter-details/e7ec11096eac0282
2752,Fredy,Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0,http://ufcstats.com/fighter-details/0ccab7c889ede9ea
2753,Carl,Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,4,3,0,http://ufcstats.com/fighter-details/dadaeb402526dca5
2754,Dan,Severn,The Beast,"6' 2""",250 lbs.,--,Southpaw,100,18,7,http://ufcstats.com/fighter-details/c670aa48827d6be6
2755,Rosi,Sexton,The Surgeon,"5' 3""",135 lbs.,"63.0""",Orthodox,13,4,0,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
2756,Scott,Shaffer,,"5' 7""",145 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/5c38639f860a5542
2757,Edmen,Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,"74.0""",Orthodox,10,0,0,http://ufcstats.com/fighter-details/4144798612ef96e5
2758,Leon,Shahbazyan,,"6' 4""",170 lbs.,"74.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
2759,Kamal,Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",Orthodox,7,3,2,http://ufcstats.com/fighter-details/ece280745f8727b8
2760,Ken,Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",Orthodox,28,16,2,http://ufcstats.com/fighter-details/63b65af1c5cb02cb
2761,Frank,Shamrock,,"5' 10""",185 lbs.,--,Orthodox,22,11,2,http://ufcstats.com/fighter-details/fcaae0385b514f11
2762,Jason,Sharp,,--,205 lbs.,--,,3,2,0,http://ufcstats.com/fighter-details/285e32e41f61a5b1
2763,Eric,Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0,http://ufcstats.com/fighter-details/a0c64f272b65d441
2764,Sean,Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1,http://ufcstats.com/fighter-details/029880cdbf5ca089
2765,Chase,Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,11,6,0,http://ufcstats.com/fighter-details/01b352b6a9074d5c
2766,Valentina,Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,18,3,0,http://ufcstats.com/fighter-details/132deb59abae64b1
2767,Antonina,Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,8,1,0,http://ufcstats.com/fighter-details/d7338bcb141abd2c
2768,Katsuyori,Shibata,,"6' 0""",168 lbs.,--,Orthodox,4,11,1,http://ufcstats.com/fighter-details/d4da8995fc91e7ef
2769,Jake,Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,29,7,1,http://ufcstats.com/fighter-details/fe435e440b5de0ff
2770,Shunichi,Shimizu,Rolling Star,"5' 5""",135 lbs.,"66.0""",Orthodox,28,9,10,http://ufcstats.com/fighter-details/10657c60ce349e0f
2771,Wade,Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,10,5,0,http://ufcstats.com/fighter-details/a9a314cc77d90b6e
2772,Raja,Shippen,,"5' 6""",145 lbs.,--,,18,11,1,http://ufcstats.com/fighter-details/d9e1942637bd57a4
2773,Yuya,Shirai,,"5' 8""",168 lbs.,--,Orthodox,21,10,1,http://ufcstats.com/fighter-details/a79bfbc01b2264d6
2774,Wes,Shivers,,"6' 8""",--,--,,8,1,0,http://ufcstats.com/fighter-details/ad863b0d57952c57
2775,Alexander,Shlemenko,Storm,"5' 11""",185 lbs.,--,,56,9,0,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c
2776,Josh,Shockley,,"6' 1""",155 lbs.,"74.0""",Orthodox,11,4,0,http://ufcstats.com/fighter-details/1d36f1ac66cf689d
2777,Josh,Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,5,3,0,http://ufcstats.com/fighter-details/821cd80aab70d5f9
2778,Akira,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5,http://ufcstats.com/fighter-details/b0c95dc8e858452c
2779,Jack,Shore,Tank,"5' 9""",135 lbs.,--,,11,0,0,http://ufcstats.com/fighter-details/b8a85389d115e35a
2780,Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1,http://ufcstats.com/fighter-details/35cc17760b06f36d
2781,Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,16,0,1,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
2782,Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0,http://ufcstats.com/fighter-details/585f9ffdb0cd0466
2783,Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
2784,Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,7,4,0,http://ufcstats.com/fighter-details/cf772fb504842dc3
2785,Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,23,13,0,http://ufcstats.com/fighter-details/d188a3b817860ec6
2786,Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,3,2,0,http://ufcstats.com/fighter-details/3cf68c1d17f66af7
2787,Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0,http://ufcstats.com/fighter-details/9a08c2753184ac6d
2788,Assuerio,Silva,,"5' 10""",241 lbs.,--,Orthodox,15,8,0,http://ufcstats.com/fighter-details/e091482fa6648261
2789,Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,10,0,http://ufcstats.com/fighter-details/1f454354805b6f75
2790,Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,12,1,http://ufcstats.com/fighter-details/a1f6999fe57236e0
2791,Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,16,3,0,http://ufcstats.com/fighter-details/2924886ee9c4c527
2792,Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59
2793,Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,18,11,3,http://ufcstats.com/fighter-details/9211aae062b799d6
2794,Edson,Silva,Paredao,--,205 lbs.,--,Orthodox,7,8,0,http://ufcstats.com/fighter-details/a1153013cb5f628f
2795,Sidney,Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0,http://ufcstats.com/fighter-details/a6c32678efd4f434
2796,Jay,Silva,,"6' 2""",185 lbs.,--,Southpaw,7,5,1,http://ufcstats.com/fighter-details/53bb0d40905b87c0
2797,Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"80.0""",Orthodox,19,10,1,http://ufcstats.com/fighter-details/8349d55cdecd393a
2798,Fabio,Silva,,"5' 11""",205 lbs.,--,Orthodox,11,5,0,http://ufcstats.com/fighter-details/2ba479b409011527
2799,Erick,Silva,The Tiger,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0,http://ufcstats.com/fighter-details/5866fc86183a9fb8
2800,Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,19,4,1,http://ufcstats.com/fighter-details/159da492e000afbf
2801,Wagner,Silva,Wagnao,"6' 0""",170 lbs.,"71.0""",Orthodox,3,3,0,http://ufcstats.com/fighter-details/fb79582c410d049e
2802,Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0,http://ufcstats.com/fighter-details/a31358d90d4bb40a
2803,Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,11,3,0,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
2804,Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/1b38a2b897f6209c
2805,Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,3,0,http://ufcstats.com/fighter-details/b19aecbfbb5508cc
2806,Bruno,Silva,Bulldog,"5' 4""",125 lbs.,--,,10,3,2,http://ufcstats.com/fighter-details/294aa73dbf37d281
2807,Bruno,Silva,Blindado,"6' 0""",185 lbs.,--,,19,6,0,http://ufcstats.com/fighter-details/12ebd7d157e91701
2808,Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/002ca196477ce572
2809,Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,25,3,0,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
2810,Leonardo,Silva,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,3,0,http://ufcstats.com/fighter-details/28e088bbcaaa6366
2811,Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0,http://ufcstats.com/fighter-details/f717b6002486f73f
2812,Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,11,2,0,http://ufcstats.com/fighter-details/52ba464d9068d871
2813,Ricky,Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,15,2,0,http://ufcstats.com/fighter-details/5987b2458f4b5290
2814,Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,11,4,0,http://ufcstats.com/fighter-details/d5f820c11a121050
2815,Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,22,13,1,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
2816,Marlon,Sims,,--,170 lbs.,--,,3,4,0,http://ufcstats.com/fighter-details/9eedac48b497de5a
2817,Tony,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0,http://ufcstats.com/fighter-details/57bad6a84230f0c9
2818,Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0,http://ufcstats.com/fighter-details/59c6d5af765df641
2819,Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0,http://ufcstats.com/fighter-details/265589bdd93e7ce5
2820,Rob,Sinclair,,"5' 8""",155 lbs.,--,,13,5,0,http://ufcstats.com/fighter-details/3b65c9dd39741bc4
2821,Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0,http://ufcstats.com/fighter-details/546015aa2ad945fd
2822,Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2,http://ufcstats.com/fighter-details/817e0bdf08efce2e
2823,Mitchell,Sipe,The Sniper,"6' 2""",245 lbs.,--,Orthodox,4,1,0,http://ufcstats.com/fighter-details/71ef1111bf829b82
2824,AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0,http://ufcstats.com/fighter-details/fce9b4056a8ef559
2825,Yokthai,Sithoar,,"5' 7""",143 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/436cdea7bdfdc016
2826,Jeri,Sitzes,,"5' 5""",125 lbs.,--,,3,1,0,http://ufcstats.com/fighter-details/44a1dd0ef4373edc
2827,Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
2828,Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,17,4,0,http://ufcstats.com/fighter-details/4bd6b4800070b069
2829,Matt,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/caced97768818230
2830,Zach,Skinner,,"5' 6""",145 lbs.,--,Orthodox,6,8,0,http://ufcstats.com/fighter-details/c337c3c85b1871e0
2831,Brian,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1,http://ufcstats.com/fighter-details/9db861c26b63daa8
2832,Joe,Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3,http://ufcstats.com/fighter-details/80e6d71e14c1d356
2833,Ray,Sloan,,"6' 1""",205 lbs.,--,,8,1,0,http://ufcstats.com/fighter-details/a2d1d3d144fed708
2834,Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,22,8,1,http://ufcstats.com/fighter-details/1979c80150f630c4
2835,Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,13,0,http://ufcstats.com/fighter-details/33e33d51f289d2a1
2836,Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,15,0,http://ufcstats.com/fighter-details/46c8ec317aff28ac
2837,Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,17,9,0,http://ufcstats.com/fighter-details/3410cf010558dc8b
2838,Eric,Smith,,--,--,--,Southpaw,1,1,0,http://ufcstats.com/fighter-details/9114c8ded5ccd71d
2839,Josh,Smith,,"6' 0""",155 lbs.,--,Orthodox,6,5,0,http://ufcstats.com/fighter-details/f626aa1c85f8af03
2840,David,Smith,,--,155 lbs.,--,,5,1,0,http://ufcstats.com/fighter-details/e955046551f8c7dd
2841,Adam,Smith,,--,--,--,,0,2,0,http://ufcstats.com/fighter-details/754968e325d6f60d
2842,Dillon,Smith,,"6' 0""",170 lbs.,--,,0,0,0,http://ufcstats.com/fighter-details/ffee353f55e3aa2c
2843,Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,9,0,http://ufcstats.com/fighter-details/f797f0c57a83353e
2844,Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,32,14,0,http://ufcstats.com/fighter-details/d4c9dcd330403612
2845,Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,6,4,0,http://ufcstats.com/fighter-details/2e25c1d983c26311
2846,Gilbert,Smith,,"5' 9""",185 lbs.,"75.0""",Southpaw,5,2,0,http://ufcstats.com/fighter-details/54ed8dc6f8c31207
2847,Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,http://ufcstats.com/fighter-details/76984112f697631f
2848,Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,10,2,0,http://ufcstats.com/fighter-details/207773daeb4afa7b
2849,Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,0,0,http://ufcstats.com/fighter-details/56709e66f1c6008f
2850,Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0,http://ufcstats.com/fighter-details/625b65b45c1c6888
2851,Justin,Smitley,,--,145 lbs.,--,,10,7,1,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa
2852,Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0,http://ufcstats.com/fighter-details/75afb06215a07341
2853,Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,15,6,0,http://ufcstats.com/fighter-details/d2bc285ead803db0
2854,Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1,http://ufcstats.com/fighter-details/f75c5ca0d91b9115
2855,Devin,Smyth,The Prodigy,"5' 10""",170 lbs.,"72.0""",Switch,9,1,0,http://ufcstats.com/fighter-details/7684c8137b4545ba
2856,Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0,http://ufcstats.com/fighter-details/03b1e846b09f721d
2857,Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,6,1,http://ufcstats.com/fighter-details/1fcfc3709fe58151
2858,Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,36,9,0,http://ufcstats.com/fighter-details/d468288756ae3982
2859,Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,12,10,0,http://ufcstats.com/fighter-details/d1152823307d7e7c
2860,Joseph,Solecki,,"5' 9""",155 lbs.,"71.0""",Orthodox,7,2,0,http://ufcstats.com/fighter-details/af65aa688d13eedf
2861,Chris,Solomon,,"5' 11""",155 lbs.,--,,0,0,0,http://ufcstats.com/fighter-details/324c7a749128df8d
2862,Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0,http://ufcstats.com/fighter-details/83b743fedde154fb
2863,Paul,Song,,--,185 lbs.,--,,2,1,0,http://ufcstats.com/fighter-details/9775eabcb1be1a00
2864,Chael,Sonnen,,"6' 1""",205 lbs.,"74.0""",Southpaw,29,14,1,http://ufcstats.com/fighter-details/48d1f690b763934c
2865,Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0,http://ufcstats.com/fighter-details/3324129f3745b300
2866,Jinsoo,Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0,http://ufcstats.com/fighter-details/7c9c6a884be167fe
2867,Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,6,0,http://ufcstats.com/fighter-details/4c9b84d559822830
2868,Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,8,3,0,http://ufcstats.com/fighter-details/bd5403efbaa445c0
2869,Punahele,Soriano,Puna,"5' 11""",185 lbs.,"72.0""",Southpaw,5,0,0,http://ufcstats.com/fighter-details/64facb6cc564262d
2870,Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0,http://ufcstats.com/fighter-details/85ff1b9471d35238
2871,Ben,Sosoli,Seki,"6' 0""",261 lbs.,--,,6,2,0,http://ufcstats.com/fighter-details/326f94d6cfb1bf25
2872,Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1,http://ufcstats.com/fighter-details/59583ff832fe9d68
2873,George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,6,0,http://ufcstats.com/fighter-details/896c322f56b8be5a
2874,Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/9c669abd35b2522f
2875,Alex,Soto,Extremo,"5' 8""",135 lbs.,"71.0""",Southpaw,6,2,1,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d
2876,Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,http://ufcstats.com/fighter-details/a4e85a58fbce64b2
2877,Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0,http://ufcstats.com/fighter-details/cac3aaa66c20bee1
2878,Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,7,0,http://ufcstats.com/fighter-details/d0e50a3d1b250708
2879,Bobby,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7
2880,Jacare,Souza,Jacare,"6' 1""",185 lbs.,"72.0""",Orthodox,26,7,0,http://ufcstats.com/fighter-details/7a703c565ccaa18f
2881,Kevin,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,19,4,0,http://ufcstats.com/fighter-details/6c7020b859c7a3ce
2882,Livinha,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,13,2,0,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
2883,Charon,Spain,,"5' 9""",155 lbs.,--,,6,7,0,http://ufcstats.com/fighter-details/c278e8843b8abfec
2884,Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,5,2,0,http://ufcstats.com/fighter-details/411d012af19ecb59
2885,Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,6,1,0,http://ufcstats.com/fighter-details/b9eb5b4ed07d1525
2886,Ryan,Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,16,5,0,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
2887,Ron,Sparks,The Monster,"6' 5""",265 lbs.,--,,8,1,0,http://ufcstats.com/fighter-details/743fd9080892501d
2888,Tommy,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,19,5,0,http://ufcstats.com/fighter-details/1411c630ba711b64
2889,Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0,http://ufcstats.com/fighter-details/ae4650eb56ab6a11
2890,Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"75.0""",,12,6,0,http://ufcstats.com/fighter-details/ab850a77a0fa487d
2891,Felicia,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/39d91e95949de3d9
2892,Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,4,2,0,http://ufcstats.com/fighter-details/221b2a3070c7ce3e
2893,Nick,Sperling,,--,135 lbs.,--,,3,4,0,http://ufcstats.com/fighter-details/7d68f3bec89e08ec
2894,Mario,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0,http://ufcstats.com/fighter-details/5f2197acaba7d5ef
2895,Eric,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0,http://ufcstats.com/fighter-details/b9664eae2ac75262
2896,Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,9,8,1,http://ufcstats.com/fighter-details/71caa995674203aa
2897,Daniel,Spitz,The Daddy Long Legs,"6' 7""",245 lbs.,"82.0""",Orthodox,6,2,0,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
2898,Serghei,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,9,1,0,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
2899,Daniel,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
2900,Pete,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,23,21,0,http://ufcstats.com/fighter-details/c3ea8deeba00462b
2901,Austin,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,10,3,0,http://ufcstats.com/fighter-details/37cc294027f55e4d
2902,Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0,http://ufcstats.com/fighter-details/6506c1d34da9c013
2903,Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,http://ufcstats.com/fighter-details/6436029b50a9c255
2904,Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,"73.0""",Orthodox,9,2,0,http://ufcstats.com/fighter-details/69a400af4420cd6a
2905,Ron,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,13,8,0,http://ufcstats.com/fighter-details/6dd758d34da8d254
2906,Cody,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,18,2,0,http://ufcstats.com/fighter-details/bf7ad5628363eec9
2907,Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,"64.0""",Orthodox,5,2,0,http://ufcstats.com/fighter-details/175852708cb55776
2908,Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0,http://ufcstats.com/fighter-details/579fcdfcabd23a7b
2909,Josh,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",,8,5,0,http://ufcstats.com/fighter-details/30ea504870f8597b
2910,Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,24,8,0,http://ufcstats.com/fighter-details/289a57039d742bfe
2911,Lucas,Stark,,--,155 lbs.,--,,2,5,0,http://ufcstats.com/fighter-details/93e4754d0984c82f
2912,Clifford,Starks,,"6' 0""",185 lbs.,"77.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/5abf827d62f98fee
2913,Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,12,7,1,http://ufcstats.com/fighter-details/c8136ab8aa32c974
2914,Laureano,Staropoli,Pepi,"6' 1""",170 lbs.,"71.0""",Orthodox,9,1,0,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
2915,Damian,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0,http://ufcstats.com/fighter-details/42a7e90605df3c8a
